Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
"When a clinician considers whether symptoms are due to a thyroid disorder, seizure disorder, or other medical illness, the clinician is completing which differential step?",Rule out malingering only,Rule out substance etiology only,Rule out etiological medical condition,Confirm personality disorder,3,Considering medical causes is a distinct differential step after feigning and substances are considered.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which diagnosis is usually considered when emotional or behavioral symptoms occur in response to an identifiable stressor but do not meet full criteria for another disorder?,Schizoaffective disorder,Adjustment disorder,Delusional disorder,Cyclothymic disorder,2,Stress-linked symptoms that do not meet criteria for another disorder are often diagnosed as adjustment disorder.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which term refers to intentional fabrication of symptoms for clear external incentives?,Dissimulation,Malingering,Conversion,Factitious disorder,2,Intentional symptom production for external gain defines malingering.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
A patient has depressed mood but symptoms began shortly after initiating high-dose corticosteroids. What is the best initial consideration?,Persistent depressive disorder,Major depressive disorder only,Substance/medication-induced depressive disorder,Cyclothymic disorder,3,A close temporal relation between corticosteroid use and depression suggests medication-induced depression.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
"In DSM-based diagnosis, which term is used when full criteria are not met but the clinician wishes to communicate the reason?",Provisional only,Other specified,Major,Residual psychosis,2,"""Other specified"" is used when criteria are not fully met but the clinician states why.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
"Which condition is most associated with persistent, free-floating worry rather than discrete surges of terror?",Panic disorder,Generalized anxiety disorder,Specific phobia,Social anxiety disorder,2,"Free-floating, chronic worry is more characteristic of GAD than panic disorder.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
"An intense fear triggered specifically by dogs, leading to immediate anxiety and avoidance, is most consistent with:",Agoraphobia,Social anxiety disorder,Specific phobia,Separation anxiety disorder,3,"An intense, object-specific fear with avoidance supports specific phobia.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which disorder is characterized by persistent fear of separation from attachment figures beyond developmental expectations?,Selective mutism,Separation anxiety disorder,Reactive attachment disorder,Agoraphobia,2,Excessive fear regarding separation from attachment figures beyond expected developmental level defines this disorder.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Mutism that occurs only in specific social settings despite normal speech in other settings is most consistent with:,Autism spectrum disorder,Selective mutism,Social anxiety disorder only,Language disorder,2,"Normal speech in some settings but not others, especially social settings, is selective mutism.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which diagnosis requires evidence of manic episode?,Bipolar II disorder,Cyclothymic disorder,Bipolar I disorder,Persistent depressive disorder,3,A full manic episode is the defining feature for Bipolar I disorder.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Hypomania differs from mania primarily because hypomania:,includes psychosis by definition,lasts at least 1 day only,does not cause marked impairment or require hospitalization,cannot include decreased need for sleep,3,"Hypomania resembles mania but is not severe enough to cause marked impairment or hospitalization, and has no psychosis.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
Chronic depressed mood for at least 2 years with additional depressive symptoms but no manic episode is most consistent with:,Bipolar II disorder,Persistent depressive disorder,Cyclothymic disorder,Adjustment disorder,2,Chronic depression for at least 2 years without mania fits persistent depressive disorder.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Severe recurrent temper outbursts with persistently irritable mood in a child are most consistent with:,Oppositional defiant disorder,Intermittent explosive disorder,Disruptive mood dysregulation disorder,Bipolar I disorder,3,Severe recurrent temper outbursts plus chronic irritability in a child support DMDD.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which statement best distinguishes grief from major depressive disorder?,Grief never involves sadness,Major depressive disorder never follows bereavement,Grief often preserves capacity for positive emotion and is tied to loss-related yearning,Grief always includes psychomotor retardation,3,Grief usually revolves around loss and can coexist with preserved self-esteem and moments of positive feeling.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Recurrent unexplained travel away from home with inability to recall one's past is most suggestive of:,Dissociative amnesia with fugue,Delirium,Brief psychotic disorder,Factitious disorder,1,Purposeful travel away from home plus autobiographical amnesia suggests dissociative fugue specifier.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which feature most strongly supports dissociative identity disorder?,Stable identity and intact autobiographical continuity,Two or more distinct personality states with discontinuity in sense of self,A fixed persecutory delusion only,Panic attacks triggered by crowds,2,This is the hallmark of dissociative identity disorder.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
A patient persistently complains of multiple distressing somatic symptoms with disproportionate thoughts and anxiety about them. Which diagnosis is most likely?,Illness anxiety disorder,Somatic symptom disorder,Factitious disorder,Conversion disorder,2,"The key is distressing somatic symptoms plus excessive thoughts, feelings, or behaviors about them.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
"Which disorder is characterized by preoccupation with perceived defects in appearance, repetitive checking, and comparison behaviors?",Hoarding disorder,Body dysmorphic disorder,Illness anxiety disorder,Narcissistic personality disorder,2,Appearance preoccupation and repetitive checking/comparison are core BDD features.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
"Which paraphilic disorder involves sexual arousal from observing unsuspecting individuals who are naked, undressing, or engaging in sexual activity?",Fetishistic disorder,Voyeuristic disorder,Frotteuristic disorder,Sexual masochism disorder,2,Sexual arousal from observing unsuspecting persons in intimate situations defines voyeuristic disorder.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
"Recurrent intense sexually arousing fantasies involving prepubescent children, acted upon or causing marked distress, is most consistent with:",Pedophilic disorder,Exhibitionistic disorder,Fetishistic disorder,Voyeuristic disorder,1,Recurrent sexual arousal involving prepubescent children with action or marked distress supports pedophilic disorder.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which statement about gender dysphoria is most accurate?,It refers simply to any nonconforming gender expression,It requires distress or impairment related to incongruence between experienced gender and assigned sex,It is classified as a psychotic disorder,It is identical to sexual dysfunction,2,Gender dysphoria focuses on distress/impairment associated with gender incongruence.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which defense mechanism involves channeling unacceptable impulses into socially acceptable activity?,Projection,Sublimation,Denial,Regression,2,Sublimation channels unacceptable impulses into acceptable outlets.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which neurotransmitter has been strongly implicated in reward pathways relevant to substance use disorders?,Acetylcholine,Dopamine,GABA only,Histamine,2,Dopamine is central to reward circuitry implicated in addiction.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which statement best reflects contemporary understanding of causation in psychopathology?,Disorders arise from a single cause in most cases,Biology alone explains most disorders,Multiple interacting vulnerabilities and stressors are typical,Social factors are secondary and usually irrelevant,3,"Modern psychopathology emphasizes interacting biological, psychological, and social factors.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which legal-ethical issue arises when a clinician may need to protect an identifiable person from a client's serious threat?,Double-blind design,Duty to warn/protect,Test norming,Countertransference,2,Serious threat to an identifiable person may trigger duty to warn or protect.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
"Under the PAP Code, which is most accurate regarding psychometricians?",They may independently conduct psychotherapy,They may practice therapy if confident in their skills,They operate within RA 10029 boundaries and under supervision of a registered psychologist when applicable,They may release raw test data to teachers freely,3,This directly reflects RA 10029-aligned ethical boundaries for psychometricians.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which practice best aligns with ethical test security?,Sharing answer keys with trainees without supervision,Using photocopied secure test materials for convenience,Restricting test materials to qualified and licensed users,Posting raw items online for transparency,3,Ethical test security requires secure handling by qualified or licensed personnel only.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which is ethically most appropriate regarding release of raw test data?,Release all raw scores on request of any family member,Release raw data publicly if diagnosis is serious,"Do not release raw and scaled scores except as regulated, such as by court order",Always release test booklets to the client,3,"The Code restricts release of raw and scaled scores, client responses, and notes unless regulated by the court.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
A psychometrician is asked to provide psychotherapy to a distressed client in a non-emergency setting. The best response is to:,Start therapy immediately,Provide therapy if the client signs consent,Decline and refer within proper professional boundaries,Provide therapy but avoid documentation,3,Psychometricians are prohibited from therapy outside emergency situations and should refer appropriately.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which is required in informed consent for assessment under the PAP Code?,Concealing limits of confidentiality,"Explaining nature of services, risks, and financial arrangements",Guaranteeing favorable results,Omitting discussion with guardians when the client lacks capacity,2,"Informed consent in assessment includes educating clients about services, risks, limits of confidentiality, and financial arrangements.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
A clinician wants to post a testimonial from a former vulnerable client praising treatment outcome. The PAP Code indicates this is:,Encouraged for public education,Allowed if anonymized,Prohibited when it involves vulnerable current or past clients,Required for transparency,3,The Code prohibits asking for testimonials from vulnerable current or past clients and similar persons.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which statement best reflects boundaries of competence?,Practice in any area if licensed in psychology,"Provide services only within education, training, supervised experience, and competence",Competence is determined solely by years in practice,Referrals are unethical,2,"Ethical competence is defined by training, education, supervised experience, consultation, and related preparation.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which symptom pattern is most characteristic of delirium rather than dementia?,Gradual onset and stable course,Acute fluctuating disturbance in attention and awareness,Lifelong social deficits,Fixed delusions without cognitive change,2,"This feature distinguishes delirium from more gradual, stable neurocognitive decline.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
"Which disorder is most associated with odd beliefs, eccentric behavior, and social deficits without frank psychosis?",Schizotypal personality disorder,Schizoid personality disorder,Avoidant personality disorder,Delusional disorder,1,"Odd beliefs, eccentricity, and interpersonal deficits without sustained frank psychosis fit schizotypal PD.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
A client appears detached from social relationships and shows limited emotional expression but does not particularly desire close relationships. Which diagnosis is most likely?,Avoidant personality disorder,Schizoid personality disorder,Social anxiety disorder,Borderline personality disorder,2,Social detachment and restricted affect without strong desire for close bonds suggest schizoid PD.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which personality disorder is marked by excessive emotionality and attention-seeking?,Histrionic personality disorder,Paranoid personality disorder,Dependent personality disorder,Obsessive-compulsive personality disorder,1,Excessive emotionality and attention-seeking are core features of histrionic PD.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
"Which personality disorder is most associated with perfectionism, rigidity, and preoccupation with orderliness at the expense of flexibility?",OCD,Obsessive-compulsive personality disorder,Narcissistic personality disorder,Avoidant personality disorder,2,"Perfectionism, control, rigidity, and orderliness define OCPD.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which is a hallmark of avoidant personality disorder?,Disregard for rules and rights,Social inhibition due to feelings of inadequacy and hypersensitivity to criticism,Detachment without desire for closeness,Grandiose self-importance,2,This captures the essence of avoidant personality disorder.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
"In assessment, which is most essential before interpreting test results?",The client must enjoy the test,"The tool must be standardized, valid, and appropriate to the client",The test must always be projective,Computer scoring alone is enough,2,"Proper interpretation depends on psychometrically sound, appropriate assessment tools.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which statement best describes comorbidity?,A diagnostic error in all cases,The presence of two or more disorders in the same person,A subtype of psychosis,A measure of treatment response,2,Comorbidity refers to coexistence of multiple disorders.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which factor most increases suspicion of malingering?,Symptoms causing clear personal distress,Lack of insight,Clear external incentive such as financial compensation or avoiding legal responsibility,Early developmental onset,3,Obvious secondary gain heightens suspicion of malingering.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which diagnosis is most appropriate when psychotic symptoms last less than 1 month and full return to premorbid functioning occurs?,Schizophrenia,Schizophreniform disorder,Brief psychotic disorder,Delusional disorder,3,Psychosis under 1 month with return to baseline is brief psychotic disorder.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which diagnosis is most appropriate when schizophrenia-like symptoms last more than 1 month but less than 6 months?,Brief psychotic disorder,Schizophreniform disorder,Delusional disorder,Schizoaffective disorder,2,Schizophrenia-like symptoms lasting 1 to under 6 months support schizophreniform disorder.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
Which feature best distinguishes delusional disorder from schizophrenia?,Delusions are absent,Hallucinations are always prominent,Functioning is relatively preserved aside from delusional impact,Mood episodes are always present,3,Delusional disorder usually preserves broader functioning better than schizophrenia.,Medium,Abnormal Psychology,Chapter 1,Chapter 1
A patient with severe depression hears voices only during depressive episodes. Which diagnosis is most likely?,Schizoaffective disorder,Major depressive disorder with psychotic features,Delusional disorder,Schizophrenia,2,"When psychosis occurs only during depressive episodes, MDD with psychotic features is most likely.",Medium,Abnormal Psychology,Chapter 1,Chapter 1
