"Question","Choice 1","Choice 2","Choice 3","Choice 4","Correct Answer (1-4)","Explanation","Difficulty","Subject","Chapter","Topic"
"A college student who struggles academically during the first semester but gradually adjusts to campus demands is showing:","role diffusion","developmental adaptation","learned helplessness","irreversible decline","2","Adjustment to new demands reflects adaptive development.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"In Erikson's theory, the main psychosocial challenge of young adulthood is:","autonomy versus shame","identity versus role confusion","intimacy versus isolation","generativity versus stagnation","3","Young adults seek meaningful relationships.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Which factor is most associated with strong relationship satisfaction in young adulthood?","absolute absence of conflict","rigid role expectations","effective communication and mutual commitment","identical personalities in all areas","3","Healthy communication strengthens relationships.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Parenthood is often considered a developmental turning point because it commonly involves:","immediate loss of adult identity","permanent decline in cognitive ability","reorganization of roles, responsibilities, and relationships","elimination of all marital conflict","3","Parenthood reshapes life roles and priorities.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Which statement best reflects developmental views of adulthood?","Personality stops changing after adolescence.","Adult development involves continuing adaptation across life roles.","Growth in adulthood is purely biological.","Adulthood is more stable than childhood in every domain.","2","Development continues throughout adulthood.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"A person in midlife begins mentoring younger coworkers and investing in community projects. This best illustrates:","intimacy","initiative","generativity","despair","3","Generativity involves contributing to future generations.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Which of the following is most typical of fluid intelligence in midlife?","It reflects accumulated knowledge.","It often declines earlier than crystallized intelligence.","It increases steadily into late adulthood.","It is unrelated to processing speed.","2","Fluid intelligence, which involves speed and novel problem solving, tends to decline earlier than knowledge-based abilities.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"A 48-year-old performs very well in job tasks requiring expert judgment built over decades. This is best explained by:","synaptic pruning","reflective abstraction","expertise","overregularization","3","Expertise develops through accumulated experience and improves performance in familiar domains.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Which statement about menopause is most accurate?","It is identical across all women and cultures.","It is purely psychological.","Its meaning and experience are influenced by biological and cultural factors.","It marks the end of all well-being in midlife.","3","Menopause is shaped by both physiological processes and sociocultural context.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"The ""sandwich generation"" refers to adults who are:","balancing college and work","caring for children while also supporting aging parents","living with siblings in late adulthood","raising grandchildren exclusively","2","The sandwich generation manages dual caregiving roles for younger and older family members.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Which midlife change is most likely to promote psychological well-being?","narrowing all social roles","maintaining meaningful commitments and flexibility","avoiding reflection on life choices","denying all physical changes","2","Flexibility and continued engagement are linked to positive midlife adjustment.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Late adulthood is often divided into ""young-old,"" ""old-old,"" and ""oldest-old"" primarily to reflect:","fixed personality types","broad variability among older adults","moral development stages","different reflex patterns","2","These categories acknowledge diversity in functioning and experience among older adults.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Which theory proposes that aging results partly from accumulated biological wear and damage?","psychoanalytic theory","wear-and-tear theory","social clock theory","activity theory","2","Wear-and-tear theory explains aging as the result of accumulated physical damage over time.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Presbyopia refers to age-related difficulty with:","hearing high-pitched sounds","sleeping through the night","focusing on near objects","balance and gait only","3","Presbyopia is the decline in the eye's ability to focus on close objects.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Which memory system tends to remain relatively stronger in normal aging compared with working memory and processing speed?","sensory register","episodic memory","semantic memory","short-term rehearsal only","3","Knowledge-based memory (semantic) is more preserved than speed-dependent memory systems.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Wisdom in late adulthood is best understood as:","perfect memory for facts","broad and reflective judgment about life matters","absence of emotional distress","high processing speed only","2","Wisdom involves insight, reflection, and sound judgment rather than speed or memory alone.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Which statement best reflects activity theory of aging?","Older adults adjust best by withdrawing from all major roles.","Satisfaction in later life is associated with continued engagement in meaningful activities.","Aging is controlled entirely by genetics.","Social participation is harmful in old age.","2","Activity theory states that staying active promotes life satisfaction in old age.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"A retired adult who volunteers, maintains hobbies, and nurtures friendships is best illustrating:","disengagement","activity theory","role confusion","learned dependency","2","Continued involvement in meaningful roles reflects activity theory principles.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Which factor is strongly associated with successful aging?","complete avoidance of loss","adaptation through selective optimization with compensation","refusal to accept change","isolation from younger generations","2","Successful aging involves adapting through strengths and compensating for losses.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"An older adult who uses a notebook and phone reminders to manage reduced memory is showing:","fixation","compensation","accommodation failure","animism","2","Using aids to offset decline reflects compensatory strategies.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"In Erikson's framework, an older adult who accepts both achievements and regrets with a sense of wholeness demonstrates:","stagnation","ego integrity","foreclosure","isolation","2","Ego integrity reflects acceptance of one's life as meaningful.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Which statement best reflects contemporary views on grief?","All mourners progress through identical stages.","Grief follows a fixed timeline.","Grief varies across individuals and cultures.","Continuing bonds are always unhealthy.","3","Modern perspectives recognize variability in grief responses.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Which situation best illustrates ambiguous loss?","Death after illness","Disappearance of a loved one","Retirement","Graduation","2","Ambiguous loss lacks closure and clarity.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"A terminally ill patient reviewing life experiences to find meaning is engaging in:","life review","habituation","reinforcement","projection","1","Life review helps integrate experiences and achieve meaning.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Which issue most directly involves ethical considerations in late adulthood?","vocabulary development","right-to-die decisions","reflexes","play behavior","2","End-of-life decisions involve ethical dilemmas about autonomy and care.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"A young child believes a dead person can still feel hunger. This reflects:","formal reasoning","mature understanding of death","incomplete concept of death","postformal thought","3","Young children lack full understanding of death's permanence.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"A psychologist advertises guaranteed results for therapy. This is unethical because it involves:","lack of warmth","deceptive statements","weak reinforcement","delayed consent","2","Guaranteeing outcomes is misleading and violates ethical standards.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"A practitioner works outside their training without consultation. This violates:","competence","autonomy","conditioning","adaptation","1","Ethical practice requires working within one's professional competence.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Under RA 10029, a psychometrician may properly:","provide psychotherapy","administer psychological tests within scope","diagnose independently","perform all psychologist duties","2","Psychometricians are authorized to administer and score tests within legal limits.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"A client expresses intent to harm themselves. The psychologist should:","keep it confidential","take necessary steps to protect life","terminate immediately","ignore the threat","2","Ethical duty allows breaching confidentiality to prevent harm.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"A psychometrician is asked to interpret complex results beyond training. The best response is to:","proceed anyway","guess cautiously","refer to a qualified professional","release raw data only","3","Ethical practice requires staying within competence.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Which best reflects informed consent?","explaining after service","providing clear information before service","only written consent","optional explanation","2","Informed consent ensures understanding before participation.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Leaving client records unsecured violates:","boundaries","confidentiality","reinforcement","learning","2","Client information must be protected.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"In third-party assessment, the psychologist must clarify:","only fees","role and limits of confidentiality","client's personality","test length","2","Ethical clarity is required in third-party contexts.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"A psychologist experiencing impairment should:","continue unchanged","seek help and adjust duties","ignore it","deny it","2","Ethical codes require addressing impairment.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Observing a colleague's harmful ethical violation requires:","ignoring","gossiping","appropriate reporting","public posting","3","Ethical responsibility includes addressing violations.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Improvement after early deprivation supports:","fixation","plasticity","rigidity","determinism","2","Development can change with experience.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Cultural differences in child roles illustrate:","biology only","cultural context","fixed intelligence","maturation only","2","Culture shapes developmental expectations.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"A child focuses only on height of liquid reflects:","classification","centration","abstraction","memory","2","Focusing on one feature shows centration.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Understanding intentions in moral judgment reflects:","autonomous morality","reflex action","conditioning","imitation","1","Mature moral reasoning considers intent.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Learning gender roles through observation reflects:","instinct","modeling","reflex","heredity","2","Social learning explains gender behavior.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"A toddler insisting ""I do it myself"" reflects:","initiative","industry","autonomy","intimacy","3","Toddlers seek independence.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Different performance in different settings reflects:","context","deficiency","disorder","delay","1","Environment affects behavior.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Adolescent risk-taking reflects:","full control maturity","brain development imbalance","no peer influence","lack of reasoning","2","Reward systems mature earlier than control systems.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Changing careers in adulthood reflects:","regression","reorganization","fixation","immaturity","2","Adults adapt and redefine identity.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Crystallized intelligence involves:","speed","accumulated knowledge","reflex","attention","2","It reflects learned knowledge.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Uneven decline in cognition reflects:","total decline","differential aging","no change","regression","2","Different abilities decline at different rates.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Healthy adjustment after loss reflects:","pathology","adaptation","denial","failure","2","Adjusting and rebuilding is healthy grief.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Effects of life transitions over time reflect:","microsystem","exosystem","chronosystem","macrosystem","3","Chronosystem involves time-based influences.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Accurate assessment requires:","single test","multiple sources","quick diagnosis","ignoring context","2","Comprehensive assessment improves validity.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Growth vs development distinction:","emotional vs physical","identical","quantitative vs qualitative","unrelated","3","Growth is size change; development is functional change.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Understanding part-whole relationships reflects:","logic","class inclusion","memory","imitation","2","Recognizing subsets within a whole.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Resilience means:","no adversity","positive adaptation","fixed trait","independence only","2","Resilience is coping effectively despite adversity.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Using inappropriate norms reflects:","security issue","validity problem","consent issue","financial issue","2","Wrong norms reduce accuracy.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Exploitation is best illustrated by:","referral","financial pressure","consent","consultation","2","Taking advantage of vulnerability is unethical.","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
"Ethical telepractice requires:","ignoring issues","managing limitations and protecting confidentiality","recording without consent","using public apps","2","Ethical care includes safeguarding client welfare and privacy. DEVELOPMENTAL PSYCHOLOGY EXAM 11","Medium","Developmental Psychology","Chapter 10 Set 10","Chapter 10 Set 10"
