Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
"According to psychoanalytic theory, the unconscious refers to: processes outside awareness that can influence behavior)",Intentional lying by the client,Mental processes outside awareness that can influence behavior,A purely neurological reflex,Behavior learned through reinforcement,2,"The unconscious includes thoughts, memories, and desires outside awareness that influence behavior.",Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"In classical psychoanalytic theory, the component that operates on the pleasure principle is the:",Ego,Superego,Id,Self-concept,3,The id seeks immediate gratification and operates according to the pleasure principle.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"In psychoanalytic theory, the component most directly involved in mediating between instinctual demands, moral standards, and reality is the:",Id,Ego,Superego,Collective unconscious,2,"The ego balances the demands of the id, superego, and reality.",Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"When a client attributes feelings originally directed toward a parent to the therapist, this is called:",Catharsis,Transference,Free association,Fixation,2,Transference involves redirecting emotions from past relationships onto the therapist.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
Which intervention is most characteristic of traditional psychoanalysis- (Answer: B. Free association),Systematic desensitization,Free association,Token economy,Modeling,2,Free association allows access to unconscious material in psychoanalysis.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
Humanistic theorists emphasized: self-actualization),Determinism and unconscious drives alone,"Growth, personal meaning, and self-actualization",Possession and spiritual warfare,The exclusive role of heredity,2,Humanistic psychology focuses on personal growth and achieving one's potential.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
Which statement best represents the behavioral model- behavior is learned and can therefore be modified through learning principles),Symptoms result mainly from hidden psychic conflict,Maladaptive behavior is learned and can therefore be modified through learning principles,Mental illness is caused only by humoral imbalance,Diagnosis should ignore observable behavior,2,The behavioral model explains behavior as learned and modifiable.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
A client's fear decreases after gradual exposure to the feared object while remaining relaxed. This approach is rooted most strongly in the behavioral model. (Answer: B. Behavioral model),Psychoanalytic model,Behavioral model,Supernatural model,Humanistic model,2,Exposure and relaxation are behavioral techniques based on conditioning.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
Which of the following is most consistent with the integrative approach described in the text- psychopathology),One cause is always sufficient to explain a disorder,"Biological, psychological, and social factors interact in producing psychopathology",Social factors are secondary and usually irrelevant,"Diagnosis should be based only on symptoms, not causes",2,The integrative approach emphasizes multiple interacting factors.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
Which statement is most consistent with the current scientific view in Chapter 1- one-dimensional models),Abnormal behavior should be explained by a single tradition whenever possible,Modern psychopathology favors multidimensional explanations over one-dimensional models,Psychological disorders are best understood without research,Historical models are no longer useful to study,2,Modern approaches emphasize multidimensional and evidence-based explanations.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"A clinician says, ""I will diagnose this case only after considering description, possible causes, and evidence-based treatment implications."" This approach most closely reflects:",Exorcistic reasoning,Scientist-practitioner thinking,Lay diagnosis,Magical thinking,2,This reflects a systematic and evidence-based approach to clinical work.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
Which statement best differentiates a phobia from ordinary fear- phobia involves fear that is disproportionate and interferes with functioning),A phobia is always biologically caused,A phobia involves fear that is disproportionate and interferes with functioning,A phobia occurs only in childhood,A phobia is culturally universal in all forms,2,Phobias are excessive fears that impair daily functioning.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
Why is cultural context important in identifying abnormal behavior- (Answer: B. Because behavior that appears unusual may still be culturally expected or acceptable),Because culture determines all diagnosis,Because behavior that appears unusual may still be culturally expected or acceptable,Because only non-Western cultures shape symptoms,Because diagnosis should never consider culture,2,Cultural norms influence whether behavior is considered abnormal.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"A person hears voices after prolonged sleep deprivation, stimulant use, and severe stress. A careful examiner avoids immediate labeling and instead evaluates several contributing factors. This most strongly reflects: mindset in psychopathology)",The weakness of diagnosis,The integrative and differential mindset in psychopathology,The superiority of supernatural explanations,The irrelevance of assessment,2,This demonstrates careful consideration of multiple possible causes.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
Which historical trend is most closely linked to the movement away from supernatural explanations and toward naturalistic accounts- biological and psychological models),Increased use of astrology,Development of biological and psychological models,Rejection of observation,Abandonment of treatment,2,Scientific and psychological models replaced supernatural explanations.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"Under RA 10029 and the PAP Code, which activity is most appropriate for a psychometrician- competence and within legal limits)",Independently conducting psychotherapy for severe trauma,Administering and scoring appropriate psychological tests within competence and within legal limits,Diagnosing all mental disorders without supervision,Using projective tests regardless of training,2,Psychometricians must operate within their scope and competence.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"A psychometrician is asked to interpret complex personality findings and issue a final clinical formulation without supervision. What is the best response- refer, because work must remain within competence and legal/professional limits)","Accept, because experience alone is enough","Accept, if the client agrees","Decline or refer, because work must remain within competence and legal/professional limits",Proceed if no written report is made,3,Ethical practice requires staying within professional limits and seeking supervision when needed.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
Which ethical principle is most directly involved when protecting a client's raw test data and personal information-,Beneficence only,Confidentiality and privacy,Justice only,Fidelity only,2,Confidentiality ensures protection of client information.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"A psychometrician uses an outdated test with weak norms for the client's population because it is cheaper and easier. This is: assessment tools should be valid, reliable, appropriate, and not obsolete)",Acceptable if the client signs consent,Ethical if the results are kept confidential,"Unethical because assessment tools should be valid, reliable, appropriate, and not obsolete",Acceptable for screening only,3,Ethical standards require use of valid and current assessment tools.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"A school requests a student's test results. According to ethical standards, the best practice is to: with appropriate permission and explanation)",Send the full raw data immediately to all teachers,"Release results only to proper referral sources or authorized parties, with appropriate permission and explanation",Refuse to explain the results to anyone,Post a summary in the faculty group chat,2,Results must be shared only with authorized individuals and handled responsibly.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"A psychometrician delegates testing to an untrained assistant because the clinic is busy. Under the PAP Code, this is problematic mainly because: delegated only to persons competent to perform them with appropriate supervision)",Delegation is always prohibited,Tasks may be delegated only to persons competent to perform them with appropriate supervision,Clients do not need to know who gives the test,Speed is less important than profit,2,Delegation must ensure competence and supervision.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"During teleassessment, a client has unstable internet connection during a timed test. Ethically, the psychometrician should primarily: impact on performance and manage the situation appropriately)",Ignore the issue because the session already started,Note that teleassessment is never allowed,Inform the client of the likely impact on performance and manage the situation appropriately,Automatically fail the client,3,Ethical practice requires addressing threats to test validity and informing the client.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"Which action best reflects ethical boundaries of competence- training, supervision, consultation, or referral when a case exceeds one's competence)",Continuing a service one is unprepared to perform because referral is inconvenient,Studying new methods only after a complaint is filed,"Seeking training, supervision, consultation, or referral when a case exceeds one's competence",Accepting all referrals to gain experience quickly,3,Professionals must remain within their competence and seek help when necessary.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"A psychometrician becomes aware that personal stress is significantly affecting concentration during assessment work. The most ethical response is to: appropriate measures such as consultation, limiting duties, or temporary suspension of affected work)",Continue working and hope accuracy is unaffected,"Take appropriate measures such as consultation, limiting duties, or temporary suspension of affected work",Hide the problem to protect reputation,Shift responsibility to the client,2,Ethical standards require managing personal issues that may impair professional performance.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
"Which scenario best reflects both Chapter 1's integrative approach and Philippine ethical practice- biological-psychological-social factors, and protecting confidentiality)",Explaining all abnormal behavior solely through demonic possession,"Conducting assessment using valid tools, considering biological-psychological-social factors, and protecting confidentiality",Making conclusions from one interview only because experience is sufficient,Releasing test scores to anyone who asks if they seem concerned,2,This reflects both multidimensional understanding and ethical practice.,Medium,Abnormal Psychology,Chapter 1: Chapter 1,Chapter 1
Which statement best reflects a multidimensional integrative approach to psychopathology-,Mental disorders are caused primarily by unconscious conflict.,"Mental disorders result from the interaction of biological, psychological, and social influences.",Mental disorders are best explained only by neurotransmitter abnormalities.,Mental disorders are largely the product of moral weakness. social influences.,2,"The integrative approach emphasizes that psychopathology is best understood through interacting biological, psychological, and social factors rather than a single-cause model.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
A clinician explains that a person's panic symptoms emerged only after a major stressor activated a preexisting vulnerability. Which model is best illustrated-,Classical conditioning model,Diathesis-stress model,Humanistic model,Moral model,2,"The diathesis-stress model proposes that an inherited or acquired vulnerability may remain latent until activated by a stressor, leading to disorder.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which statement best describes polygenic influence-,A single gene completely determines one psychological disorder.,Several unrelated environments replace genetic influence.,Many genes contribute small effects to behavioral and psychological traits.,"Genes affect only physical, not psychological, characteristics.",3,"Polygenic influence means complex traits, including many forms of psychopathology, are shaped by multiple genes with small individual effects.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
"A child with a genetic vulnerability for conduct problems also tends to evoke harsh reactions from others, increasing exposure to stress that strengthens the problem. This is best described as:",Extinction,Reciprocal gene-environment correlation,Negative reinforcement,Circular reasoning,2,This model describes how genetic tendencies may increase exposure to environmental experiences that then reinforce the disorder process.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which statement best describes epigenetics-,Permanent alteration of DNA sequence by psychotherapy,Environmental effects on whether certain genes are expressed,Inheritance of disorders through one dominant gene only,Elimination of biological influences by social learning,2,Epigenetics concerns how environmental influences such as stress may switch genes on or off without changing the DNA sequence itself.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which conclusion is most consistent with contemporary views of genetic contributions to psychopathology-,Genetic vulnerability guarantees later disorder.,Environment is irrelevant when heritability is high.,Genetic and environmental influences interact in complex ways.,Psychological disorders are inherited in exactly the same way as eye color.,3,Contemporary psychopathology rejects strict nature-versus-nurture thinking and instead emphasizes interaction between vulnerability and experience.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which nervous system division is primarily responsible for coordinating basic bodily functions and transmitting information within the brain and spinal cord-,Peripheral nervous system,Somatic nervous system,Central nervous system,Autonomic nervous system,3,The central nervous system consists of the brain and spinal cord and coordinates fundamental processing relevant to behavior and psychopathology.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which neurotransmitter has most often been linked to mood regulation and has been prominently implicated in depression and related emotional disorders-,Serotonin,Acetylcholine,Endorphin,Histamine,1,Serotonin is strongly associated with mood regulation and has been widely studied in depression and emotional disorders.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Gamma-aminobutyric acid (GABA) is best described as a neurotransmitter that is primarily:,Excitatory and increases overall neural firing,Inhibitory and helps regulate excessive neural activity,Responsible only for motor movement,Unrelated to anxiety and mood processes,2,GABA is the major inhibitory neurotransmitter and is especially important in regulating anxiety and arousal.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Dopamine dysfunction has been most strongly associated with which clinical phenomenon-,Specific phobia,Psychotic symptoms such as delusions and hallucinations,Dissociative fugue only,Somatic symptom disorder only,2,"Dopamine dysregulation has long been associated with psychotic symptoms, especially in schizophrenia spectrum disorders.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which statement best captures the role of brain circuits in psychopathology-,One isolated brain area fully explains each mental disorder.,Psychological disorders often involve dysregulation in interconnected neural pathways.,Brain circuits matter only in neurocognitive disorders.,Brain circuits are clinically irrelevant because behavior is learned. pathways.,2,Modern neuroscience emphasizes circuits and networks rather than single isolated regions as the basis for many disorders.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
A researcher finds that early caregiving experiences influence later stress regulation and emotional responding through effects on brain development. This finding most strongly supports:,A purely biological model,Psychosocial effects on brain structure and function,The view that childhood has little role in later psychopathology,The conclusion that genes are unimportant,2,Early experiences can shape later stress reactivity and emotional function by influencing the developing brain.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which learning principle is best illustrated when a person develops intense fear after pairing a previously neutral stimulus with a traumatic experience-,Operant extinction,Classical conditioning,Modeling,Latent learning,2,"When a neutral stimulus becomes associated with trauma and later elicits fear, classical conditioning is involved.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
A student starts avoiding class presentations after observing a classmate being ridiculed during one. Which concept is best illustrated-,Insight learning,Social learning or modeling,Reciprocal inhibition,Response prevention,2,"The student acquires fear by observing another person's negative experience, which is characteristic of modeling.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Learned helplessness is most closely associated with:,Increased belief that outcomes can be controlled,Passive behavior following repeated experiences of uncontrollable events,Fear acquired only through direct trauma,Improved resilience after failure,2,"Learned helplessness develops when repeated uncontrollable experiences produce passivity, hopelessness, and reduced attempts to cope.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Prepared learning refers to the idea that:,All fears are learned equally easily,Human beings are biologically predisposed to acquire some fears more readily than others,Fears can develop only through genetics,Phobias cannot be treated because they are innate than others,2,"Prepared learning explains why certain fear associations, such as snakes or heights, are acquired more easily than arbitrary dangers.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which statement best distinguishes implicit memory from ordinary conscious recall-,It involves deliberate recollection of personal events.,It reflects memory that influences behavior even when explicit recall is absent.,It exists only in dementia.,It is identical to malingering.,2,Implicit memory affects behavior outside conscious recall and is distinct from deliberate remembering.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
"In the study of emotion, fear is best understood as:",Always maladaptive and pathological,"A response system with physiological, cognitive, and behavioral components",A purely social construction with no biological basis,Equivalent to panic disorder,2,"Fear includes bodily arousal, subjective experience, cognition, and action tendencies, making it a multidimensional emotional response.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which statement is most accurate regarding mood in psychopathology-,Mood refers only to sudden reflexive reactions.,Mood is a persistent period of emotionality that may shape psychological disorders.,Mood and affect are unrelated concepts.,Mood has no biological correlates. disorders.,2,Mood refers to a sustained emotional state and is central to understanding depressive and bipolar conditions.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Evidence that anger may contribute to cardiovascular problems most strongly supports the idea that:,Emotions are irrelevant to health,Emotions can influence physical functioning and psychopathology,Only depression has physiological consequences,Medical disorders are never affected by psychological variables,2,Research linking anger with cardiovascular problems supports the importance of emotion in both physical and psychological outcomes.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which statement best reflects the role of cultural factors in psychopathology-,"Culture affects only treatment, not symptom expression.","Culture may shape the expression, meaning, and interpretation of symptoms.",Culture is irrelevant once a DSM diagnosis is assigned.,Culture determines that all disorders are socially constructed.,2,"Culture influences how symptoms are experienced, labeled, displayed, and understood.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which statement is most consistent with the role of gender in psychopathology-,Gender has no influence on prevalence or presentation.,"Gender may influence symptom expression, prevalence, and treatment considerations.",Gender differences are entirely due to malingering.,Gender explains disorders better than biology and psychology combined. considerations.,2,"Gender-related factors may shape who develops certain disorders, how they present, and how they are addressed clinically.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
A finding that social support is associated with better health outcomes best supports which conclusion-,Social factors can affect both health and psychopathology,Social support matters only in severe psychosis,Biology overrides all social influences,Interpersonal variables are clinically insignificant,1,Social support is a major interpersonal variable linked to better health and psychological adjustment.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
The principle of equifinality means that:,One cause always leads to one disorder,One disorder has only one developmental pathway,Different pathways may lead to the same outcome,All disorders have identical etiologies,3,Equifinality means similar clinical outcomes can arise from different developmental routes.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
A psychometrician should be most cautious about making a one-cause explanation for a client's symptoms because:,Simple explanations are always unethical,Psychopathology usually reflects multiple interacting influences across development,Psychological factors never contribute to disorders,Board examinations prohibit causal inference development,2,A multidimensional and developmental view cautions against simplistic one-factor explanations.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
"A psychometrician is asked to conduct psychotherapy for a client with severe panic symptoms. Under Philippine ethical and legal standards, the most appropriate action is to:",Begin therapy immediately because panic disorder is psychological in nature,Provide therapy if the client requests it in writing,Refrain from practicing therapy beyond the psychometrician's role and refer appropriately,Continue only if no psychologist is available anywhere appropriately,3,"Under Philippine ethical standards, psychometricians are prohibited from practicing therapy except in emergency circumstances; they should work within competence and role boundaries and refer appropriately.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
"Which ethical principle is most directly involved when a psychometrician explains the nature, risks, and limits of services before assessment-",Beneficence without consent,Informed consent,Projective neutrality,Social desirability,2,"Explaining the nature, risks, and limits of services before assessment is a core informed consent obligation in ethical practice.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
A psychometrician administers a complex test battery without adequate training because the clinic is busy. This is primarily a violation of:,Test popularity,Boundaries of competence,Client autonomy,Behavioral rehearsal,2,"Professionals must provide services only within the boundaries of their education, training, supervised experience, and competence.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which practice best protects confidentiality in psychological assessment-,Releasing raw test data to any requesting relative,Sharing results openly in staff lounges for convenience,Restricting disclosure and releasing results only to authorized parties,Posting interpretive summaries in group chats,3,"Confidentiality requires careful restriction of disclosure and release of information only to appropriate, authorized persons.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
"A psychometrician uses outdated norms and obsolete tests, then gives firm conclusions without qualification. Which is the best evaluation of this practice-",Acceptable if the client appears cooperative,Acceptable in school settings only,"Unethical because interpretations should be based on valid, current, appropriate tools",Ethical if done under time pressure appropriate tools,3,"Ethical assessment requires the use of standardized, valid, reliable, and appropriate tools, and conclusions should not be based on obsolete tests or outdated norms.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which action is most appropriate when explaining assessment results to a client's parents or teachers-,Use technical jargon to preserve professional authority,Explain results in non-technical language appropriate to the audience,Release all raw scores without interpretation,Refuse all explanation to avoid misinterpretation,2,"Assessment findings should be explained clearly and understandably, especially to non-specialist recipients such as parents and teachers.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
A psychometrician is asked to let an untrained staff member administer standardized tests while the psychometrician takes lunch. The best response is to:,Allow it if the instructions seem simple,Allow it for screening only,"Decline, because assessment by unqualified persons should not be promoted except with adequate supervision for training purposes",Allow it if the client consents except with adequate supervision for training purposes,3,"Assessment by unqualified persons is not permitted except for training purposes with adequate supervision, and test security must also be protected.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which scenario best illustrates competent caring in an online setting-,Assuming teleassessment has no ethical implications,Applying the same ethical safeguards online as in face-to-face services,Ignoring connectivity problems during timed testing,Omitting informed consent because the session is virtual,2,Ethical principles governing face-to-face services also apply to telepsychology and online modalities.,Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
"A psychometrician notices that a client's symptoms could reflect biological vulnerability, learned fear, and interpersonal stressors. The most appropriate conceptualization is to:",Choose the most dramatic single cause and ignore the rest,Formulate the case using a multidimensional framework,Attribute the symptoms only to unconscious conflict,Avoid formulation until medication is prescribed,2,"When symptoms reflect multiple influences, the most accurate conceptualization is integrative rather than reductionistic.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Which statement best reflects sound professional judgment in abnormal psychology assessment-,Diagnostic labels alone fully explain the person's condition,"Symptoms should be interpreted within biological, psychological, social, cultural, and developmental context",A single test score is sufficient for case formulation,"Ethical issues are separate from accurate assessment cultural, and developmental context",2,"Good abnormal psychology assessment requires contextual, multidimensional interpretation rather than mere labeling or reliance on isolated scores.",Medium,Abnormal Psychology,Chapter 2: Chapter 2,Chapter 2
Clinical assessment is best defined as:,the exclusive use of standardized psychological tests to confirm a DSM diagnosis,"the systematic evaluation and measurement of psychological, biological, and social factors in a person presenting with a possible disorder",the assignment of a diagnostic label based on the clinician's first impression,the use of projective techniques to uncover unconscious conflicts social factors in a person presenting with a possible disorder,2,"Clinical assessment is a broad, systematic process that evaluates psychological, biological, and social factors relevant to a possible disorder. This definition reflects the standard description of assessment in abnormal psychology and supports comprehensive case understanding.",Medium,Abnormal Psychology,Chapter 3: Clinical Assessment and,Clinical Assessment and
Diagnosis is best described as:,the process of gathering background data from relatives and referral sources,the use of brain scans to identify structural abnormalities,the process of determining whether a person's problems meet criteria for a specific psychological disorder,the prediction of future behavior based on personality traits specific psychological disorder,3,Diagnosis refers to deciding whether the client's presentation satisfies criteria for a particular disorder. It follows from assessment data and is not equivalent to data gathering alone.,Medium,Abnormal Psychology,Chapter 3: Clinical Assessment and,Clinical Assessment and
Which statement best distinguishes assessment from diagnosis-,"Assessment identifies treatment, whereas diagnosis never does","Assessment gathers and evaluates information, whereas diagnosis determines whether criteria for a disorder are met","Assessment is subjective, whereas diagnosis is always objective","Assessment is used only in hospitals, whereas diagnosis is used only in clinics whether criteria for a disorder are met",2,Assessment is the broader process of collecting and evaluating relevant information. Diagnosis is the narrower process of determining whether that information meets criteria for a disorder.,Medium,Abnormal Psychology,Chapter 3: Clinical Assessment and,Clinical Assessment and
Which triad is most essential in judging the value of an assessment procedure-,"sensitivity, specificity, and utility","reliability, validity, and standardization","objectivity, empathy, and rapport","norming, interpretation, and referral",2,"These three are core psychometric and clinical standards for evaluating the usefulness of assessment tools. They determine whether a measure is consistent, accurate, and administered in a uniform way.",Medium,Abnormal Psychology,Chapter 3: Clinical Assessment and,Clinical Assessment and
A clinician administers the same instrument to the same client on two occasions and obtains very similar results. This most directly demonstrates:,content validity,interrater reliability,test-retest reliability,concurrent validity,3,Test-retest reliability concerns stability of scores over time when the same person is assessed again under similar conditions.,Medium,Abnormal Psychology,Chapter 3: Clinical Assessment and,Clinical Assessment and
Two trained clinicians independently evaluate the same client and reach the same conclusion. This most directly reflects:,test-retest reliability,interrater reliability,predictive validity,internal consistency,2,Interrater reliability is shown when two or more independent clinicians reach the same conclusion using the same data or observing the same client.,Medium,Abnormal Psychology,Chapter 3: Clinical Assessment and,Clinical Assessment and
An assessment tool accurately measures what it claims to measure. This refers to:,reliability,standardization,validity,feasibility,3,Validity refers to whether an assessment measures what it is intended to measure. A tool may be reliable yet still invalid if it measures the wrong construct.,Medium,Abnormal Psychology,Chapter 3: Clinical Assessment and,Clinical Assessment and
