Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
"A child's school performance is affected by poor nutrition, limited medical care, overcrowded housing, and low parental educational attainment. Which contextual factor is most directly represented",Chronosystem,Ethnic gloss,Socioeconomic status,Imprinting,3,"C is correct because SES includes income, education, and occupation, and it influences developmental outcomes indirectly through living conditions and access to resources.",Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A student says, ""Race is a clean biological category with clear scientific boundaries."" Which response is most consistent with Chapter 1","Correct, because genes cluster neatly by race.","Correct, because race and ethnicity are interchangeable.","Incorrect, because race is more accurately treated as a social construct.","Incorrect, because race has no social consequences.",3,C is correct because the chapter emphasizes that race is better understood as a social construct than as a clean biological category.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A term like ""Hispanic"" is used so broadly that it hides important differences among Cuban Americans, Puerto Ricans, and Mexican Americans. This is best called:",Cohort effect,Social clock,Ethnic gloss,Reciprocal determinism,3,C is correct because ethnic gloss means an overgeneralization about an ethnic or cultural group that obscures differences within it.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
The Great Depression shapes the values and attitudes of people who lived through it at a formative age. This best illustrates:,Nonnormative influence,Normative age-graded influence,Normative history-graded influence,Sensitive period,3,C is correct because a major historical event affecting a generation at a formative period is a normative history-graded influence.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
Puberty and menopause are best classified as:,Nonnormative turning points,Normative age-graded influences,Normative history-graded influences,Socially desirable reinforcers,2,B is correct because these are biological events that occur in a similar way for most people at predictable ages.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"At age 8, a child loses both parents in an accident. In developmental terms, this event is best described as:",Normative age-graded,Normative history-graded,Nonnormative,Socially constructed,3,"C is correct because a major unusual event affecting a particular individual, or a typical event occurring at an unusual time, is nonnormative.",Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
Konrad Lorenz's ducklings following the first moving object they saw is the classic example of:,Social referencing,Accommodation,Imprinting,Reinforcement,3,C is correct because imprinting is an instinctive form of learning during a critical period in early development.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
Which statement best distinguishes a critical period from a sensitive period,Critical periods apply only to emotional development; sensitive periods apply only to cognition.,Sensitive periods are irreversible; critical periods are flexible.,"A critical period implies a specific time when absence of a needed event may prevent normal development, whereas a sensitive period implies heightened responsiveness but greater plasticity.",There is no meaningful distinction between them.,3,"C is correct because critical periods are stricter and more time-bound, while sensitive periods allow more modifiability.",Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A psychologist explains that early deprivation may be damaging, but later supportive experiences can still improve outcomes because development retains modifiability. Which concept is most central",Ethnic gloss,Plasticity,Social clock,Punishment,2,B is correct because plasticity refers to the range of modifiability in performance or development.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
Which statement about language acquisition is most consistent with the chapter's treatment of Genie,Genie conclusively proved that no language can be learned after puberty.,Genie disproved any role for early experience in language.,Genie's case suggests difficulty in late language acquisition but does not conclusively settle the critical-period debate.,Genie showed that language develops automatically without social interaction.,3,C is correct because Genie's case both supported and complicated the idea of a critical period.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"Which principle of Baltes' life span developmental approach is best illustrated by the statement, ""A person may gain wisdom while losing speed in solving unfamiliar problems""",Development is lifelong,Development is multidimensional,Development is multidirectional,Development is culturally constructed only,3,C is correct because multidirectionality means gains in one area can occur alongside losses in another.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A 68-year-old takes memory training and improves performance, showing that abilities can be modified even late in life. Which Baltes principle is illustrated",Historical embeddedness,Resource allocation,Plasticity,Social construction,3,"C is correct because Baltes emphasized that many abilities can be improved with practice, even in later life.",Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
A developmentalist says that each period of life both builds on what came before and affects what comes after. Which Baltes principle is most directly stated,Development is lifelong,Development is multidirectional,Development is reactive,Development is discontinuous only,1,A is correct because lifelong development means every period is linked to what preceded it and what will follow.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"An adult divides time, money, and energy among learning new skills, maintaining current abilities, and coping with losses after illness. Which Baltes principle is being applied",Development is multidimensional,Development is historical,Development involves changing resource allocations,Development is stage-fixed,3,"C is correct because Baltes proposed that people allocate resources toward growth, maintenance/recovery, and regulation of loss.",Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A reviewee argues that aging reflects biology alone, while culture matters only in childhood. Which correction is most consistent with Baltes",Correct; biology dominates at all ages.,Correct; culture matters only for education.,Incorrect; the relative influences of biology and culture shift over the life span.,Incorrect; biology never matters in development.,3,"C is correct because Baltes held that both biology and culture influence development, though their relative weight changes across life.",Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
Which situation best reflects the chronosystem in Bronfenbrenner's bioecological theory,A child interacts with siblings at home.,A teacher and parent meet to discuss a student.,A mother's workplace stress affects evening parenting.,"A family's functioning changes across time after migration, recession, and parental job loss.",4,D is correct because the chronosystem adds the dimension of time and life changes to development.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A father's working conditions influence his mood, which then affects how he interacts with his child at home. In Bronfenbrenner's model, the workplace influence is best classified as:",Microsystem,Mesosystem,Exosystem,Macrosystem,3,C is correct because the child is indirectly influenced by a setting in which the child does not directly participate.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
A developmentalist claims that children do not just receive influence from their environments; they also shape those environments through their characteristics and actions. This statement is most consistent with:,Strict behaviorism only,Bidirectional influence in contextual-developmental thinking,Social construction only,Fixed hereditarianism,2,B is correct because contemporary contextual models emphasize that persons influence and are influenced by their settings.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
A PRC review coach tells students that a psychometrician may independently interpret projective test results and issue a full psychological evaluation report as long as the test was administered correctly. What is the best response under RA 10029-aligned ethical practice,"Correct, because administration automatically includes interpretation.","Correct, if the psychometrician keeps the report confidential.","Incorrect, because psychometricians must practice within scope and limitations; independent interpretation of higher-level psychological findings is not their unrestricted function.",Incorrect only if the client is a minor.,3,"C is correct because ethical and legal practice requires psychometricians to stay within scope, avoid misrepresentation, and observe supervision and referral boundaries where required.",Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A psychometrician is asked to administer a test he has never been trained to use. He agrees because ""the manual is easy to follow."" Which is the most ethical action",Proceed if the client signs consent.,Proceed if a supervisor is not available.,Decline or seek proper supervision/training because competence is required before test use.,"Proceed, then ask a psychologist afterward if the scoring looked correct.",3,C is correct because psychometricians must practice only within their competence and should seek supervision or referral when needed.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A psychometrician leaves test protocols and answer sheets in an unlocked clinic hallway after scoring because ""the psychologist will review them later."" Which ethical principle is most clearly violated",Beneficence only,Justice only,Confidentiality and test security,Informed refusal,3,"C is correct because raw data, protocols, and test materials must be protected from unauthorized access.",Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A teacher asks a psychometrician to send a student's test scores through a class group chat ""for convenience."" What is the best response",Send them if only teachers can see the chat.,Send them without identifying information but include the section name.,"Refuse and use a secure, authorized channel because confidentiality must be protected.",Send them after verbally informing the student.,3,C is correct because convenience does not override confidentiality and proper handling of psychological records.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A psychometrician is instructed by a psychologist to administer and score a standardized objective measure, then return the results for interpretation. This is ethically appropriate primarily because:",Psychometricians may do any task delegated by any professional.,Administration and scoring within competence and proper supervision are consistent with psychometric practice limits.,Scoring always counts as interpretation.,Delegation removes all personal accountability.,2,B is correct because psychometricians commonly assist through competent administration and scoring within their lawful and ethical role.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A client asks the psychometrician, ""What does my profile mean for diagnosis and treatment-"" The psychometrician has only finished scoring and the supervising psychologist has not yet interpreted the data. What is the best response",Give a tentative diagnosis to reduce the client's anxiety.,Provide an unofficial interpretation but say it is not final.,"Explain the role limits, avoid premature interpretation, and refer the client to the supervising psychologist.",Refuse to speak further to the client.,3,"C is correct because it preserves role boundaries, protects the client from inaccurate interpretation, and maintains professional collaboration.",Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A psychometrician posts on social media, ""I can provide a complete psychological assessment and diagnosis cheaper than licensed psychologists."" The most serious ethical issue is:",Only poor marketing style,Only breach of modesty,Misrepresentation of qualifications and scope of practice,Failure to use citations,3,C is correct because claiming services beyond one's lawful competence and role is deceptive and unethical.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
A psychometrician discovers that a friend is planning to use leaked answer keys for a standardized psychological test. Which response is most ethical,Ignore it because friendship comes first.,Tell only the friend to be careful next time.,"Protect test security, refuse involvement, and take appropriate professional steps to prevent misuse.",Use the same key to verify whether the leak is real.,3,C is correct because psychometricians are ethically bound to protect test integrity and prevent unauthorized disclosure or misuse.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
A psychometrician administers a personality inventory in a noisy waiting area where other people can overhear responses. Which is the best evaluation,Acceptable if the test is brief.,Acceptable if the client seems comfortable.,Unethical because poor administration conditions can compromise both confidentiality and validity.,Ethical as long as scoring is accurate.,3,"C is correct because standardized administration requires suitable conditions, and confidentiality must also be protected.",Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
Which scenario best exemplifies a normative history-graded influence rather than a nonnormative one,A child loses vision after a rare household accident.,A 15-year-old becomes a parent.,"A generation of children grows up during a pandemic that changes schooling, social contact, and media use.",A boy is hospitalized for an unusual congenital disorder.,3,C is correct because a major historical event affecting a broad cohort in formative years is a normative history-graded influence.,Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A therapist notes that a client's present functioning can be understood only by considering family, neighborhood, culture, socioeconomic resources, and historical period. This statement is most aligned with which broad view from Chapter 1",Pure nativism,Reductionist maturation view,Development within multiple contexts,Fixed-stage determinism,3,"C is correct because Chapter 1 emphasizes that development occurs within social and historical contexts, not in isolation.",Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
"A psychometrician is pressured by school administrators to release raw psychological data to a parent immediately, even though the case psychologist has not yet reviewed the file and there is no clear authorization process in place. What is the best first step",Release everything because parents always have absolute immediate access.,Refuse permanently and end all communication.,"Follow lawful and institutional procedures, consult the supervising psychologist, verify authorization, and protect confidentiality while responding professionally.",Give only the most dramatic scores so the parent understands the urgency.,3,"C is correct because ethical decision-making requires role clarity, consultation, proper authorization, and protection of confidential materials.",Medium,Developmental Psychology,Chapter 1: Theory and Research,Theory and Research
A theorist claims that vocabulary growth is mainly a matter of adding more words to an already existing language system. This is best described as:,Qualitative change,Discontinuous change,Quantitative change,Stage-bound change,3,This is correct because quantitative change concerns increases or decreases in number or amount.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
Freud's theory is best classified under which perspective,Learning,Contextual,Psychoanalytic,Information-processing,3,This is correct because Freud emphasized unconscious motivation and psychosexual development.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
"A teacher gives praise whenever a pupil completes seatwork on time, resulting in more timely submissions. This is an example of:",Classical conditioning,Operant conditioning,Ethnographic reinforcement,Reciprocal accommodation,2,This is correct because praise is a consequence that strengthens the behavior.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
Bandura would most likely explain aggressive behavior in children as resulting from:,Oral-stage fixation,Observation and imitation of models,Cognitive disequilibrium alone,Chronosystem disruption only,2,"This is correct because children may imitate behaviors they see in parents, peers, or media.",Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
"In social cognitive theory, behavior, person variables, and environment influence one another. This is called:",Equilibration,Reciprocal determinism,Natural selection,Scaffolding,2,This is correct because this is Bandura's term for mutual influence.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
"A preschooler calls a zebra a ""horse"" because it fits an existing mental category. Piaget would call this:",Accommodation,Reinforcement,Assimilation,Scaffolding,3,"This is correct because the zebra is interpreted using the child's current ""horse"" category.",Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
Vygotsky would be most interested in:,How punishment suppresses unwanted behavior,How maturation alone explains development,How social interaction promotes learning,How sexual instincts shape personality,3,This is correct because learning is mediated by more competent others and culture.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
"A teacher first demonstrates a problem-solving strategy, then gradually withdraws help as the student gains skill. This is:",Reinforcement,Scaffolding,Ethology,Response cost,2,This is correct because the adult structures the task just enough for the learner to succeed.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
"Bronfenbrenner's theory is best used to explain how a child's development is affected by family, school, community, and historical time. This is the:",Psychoanalytic perspective,Bioecological theory,Behavioral perspective,Psychometric approach,2,"This is correct because family, school, community, and time are key levels in the bioecological model.",Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
"A parent loses a job, causing stress that alters family routines and indirectly affects the child's school behavior. In Bronfenbrenner's model, the parent's workplace is part of the:",Microsystem,Mesosystem,Exosystem,Chronosystem,3,This is correct because exosystem influences operate through settings that affect the child indirectly.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
Which perspective emphasizes the adaptive or survival value of behavior,Evolutionary/sociobiological,Contextual,Learning,Phenomenological,1,This is correct because it draws on natural selection and survival value.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
A researcher studying infant attachment from the standpoint of evolved survival mechanisms is most aligned with:,Skinner,Bowlby,Vygotsky,Bronfenbrenner,2,This is correct because he saw attachment as adaptive for infant survival.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
A developmental researcher selects 100 children so that each child in the population had an equal independent chance of being chosen. This is:,Random assignment,Stratified observation,Random selection,Naturalistic sampling,3,This is correct because each member of the population had an equal independent chance of selection.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
Which statement about random selection and random assignment is correct,They mean exactly the same thing,Random selection improves experimental control within groups,Random assignment helps equalize groups in experiments,Random assignment ensures population representativeness,3,This is correct because assignment distributes participant differences across groups.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
A researcher spends one year living in an indigenous community to understand child-rearing practices from within the culture. This is best described as a:,Case study,Correlational study,Ethnographic study,Sequential design,3,This is correct because the researcher seeks insider understanding of a culture.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
Which research design can best establish cause-and-effect,Correlational study,Experiment,Case study,Cross-sectional study,2,This is correct because the experimenter controls the independent variable and observes its effect.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
"A researcher finds that adolescents with higher social media use also report higher loneliness, but no variable is manipulated. This is a:",Natural experiment,Correlational study,Laboratory experiment,Longitudinal intervention,2,This is correct because it examines whether two variables co-vary.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
The major limitation of correlational research is that it:,Cannot describe relationships between variables,Cannot suggest future hypotheses,Cannot establish causation,Cannot use statistics,3,This is correct because directionality and third-variable issues remain unresolved.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
"A developmental scientist compares 5-year-olds, 10-year-olds, and 15-year-olds at one point in time. This is a:",Longitudinal design,Cross-sectional design,Sequential design,Ethnographic design,2,This is correct because the study examines age differences without following the same participants over time.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
The concern that much psychology is based on WEIRD samples mainly raises questions about:,Reliability only,Confidentiality only,Generalizability and cultural universality,Whether experiments can use statistics,3,This is correct because findings from narrow populations may not apply across cultures.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
A researcher intentionally includes participants from underrepresented cultural groups to reduce bias in theory-building. This most directly addresses which current research issue,Random assignment,Diversity in research,Attrition,Maturation,2,This is correct because it broadens the evidence base and improves fairness and validity.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
"A psychometrician is asked to administer a test that is not appropriate to the client's language and has no relevant normative basis for that population. Ethically, the best action is to:",Proceed because all standardized tests are universally valid,Administer it and ignore limitations in interpretation,Decline or modify the plan and use appropriate tools,Use a photocopied version to save costs,3,This is correct because using an inappropriate test risks invalid conclusions and potential harm.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
"A psychometrician releases raw scores, item responses, and process notes directly to an unauthorized office staff member ""for convenience."" Under ethical standards, this is:",Acceptable if the staff member promises secrecy,Acceptable if the client was assessed in a school,Improper because release of test data is restricted,Required whenever a referral source exists,3,This is correct because confidentiality and controlled release of test data are core ethical duties.,Medium,Developmental Psychology,Chapter 2: Theory and Research,Theory and Research
Fertilization is best defined as the process by which: A. a blastocyst implants in the uterine wall B. sperm and ovum unite to form a zygote C. the ovary releases a mature egg into the uterus D. the embryo begins organ formation,a blastocyst implants in the uterine wall,sperm and ovum unite to form a zygote,the ovary releases a mature egg into the uterus,the embryo begins organ formation,2,"Fertilization is the union of the male and female gametes, sperm and ovum, producing a one-celled organism called a zygote.",Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
"Which statement best distinguishes monozygotic twins from dizygotic twins- A. Monozygotic twins always differ in sex, whereas dizygotic twins do not. B. Monozygotic twins result from two fertilized ova, whereas dizygotic twins result from one split ovum. C. Monozygotic twins arise from one fertilized ovum that splits, whereas dizygotic twins result from two separately fertilized ova. D. Monozygotic twins are genetically unrelated, whereas dizygotic twins are genetically identical","Monozygotic twins always differ in sex, whereas dizygotic twins do not.","Monozygotic twins result from two fertilized ova, whereas dizygotic twins result from one split ovum.","Monozygotic twins arise from one fertilized ovum that splits, whereas dizygotic twins result from two separately fertilized ova.","Monozygotic twins are genetically unrelated, whereas dizygotic twins are genetically identical.",3,"Monozygotic twins come from a single fertilized ovum that divides into two embryos, while dizygotic twins result from two separate ova fertilized by two different sperm cells.",Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
A couple delays childbearing into the late thirties and uses fertility treatment that stimulates ovulation. Which outcome becomes more likely- A. Reduced likelihood of multiple birth B. Increased likelihood of multiple birth C. Elimination of fraternal twinning D. Elimination of identical twinning,Reduced likelihood of multiple birth,Increased likelihood of multiple birth,Elimination of fraternal twinning,Elimination of identical twinning,2,"Delayed childbearing and fertility treatments, especially those that stimulate ovulation or involve assisted reproductive technologies, are associated with a higher incidence of multiple births.",Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
Genes are best described as: A. complete chromosomes made of protein B. segments of DNA that are the functional units of heredity C. sex cells that carry 23 chromosome pairs D. visible traits that appear at birth,complete chromosomes made of protein,segments of DNA that are the functional units of heredity,sex cells that carry 23 chromosome pairs,visible traits that appear at birth,2,Genes are segments of DNA located on chromosomes and are the functional units of heredity.,Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
The human genome refers to: A. the total number of ova produced in a lifetime B. the full sequence of genes in the human body C. the set of only dominant genes inherited from both parents D. the collection of physical traits visible in infancy,the total number of ova produced in a lifetime,the full sequence of genes in the human body,the set of only dominant genes inherited from both parents,the collection of physical traits visible in infancy,2,The human genome refers to the complete sequence of genes in the human body.,Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
"In normal human reproduction, a zygote typically contains: A. 23 chromosomes, all from the mother B. 23 chromosomes, all from the father C. 46 chromosomes, half from each parent D. 92 chromosomes, doubled after fertilization","23 chromosomes, all from the mother","23 chromosomes, all from the father","46 chromosomes, half from each parent","92 chromosomes, doubled after fertilization",3,"At conception, the zygote receives 23 chromosomes from the mother and 23 from the father, resulting in 46 chromosomes total.",Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
"Genetically, a child is male when: A. the mother contributes a Y chromosome B. the father contributes a Y chromosome C. both parents contribute Y chromosomes D. the mother contributes two X chromosomes",the mother contributes a Y chromosome,the father contributes a Y chromosome,both parents contribute Y chromosomes,the mother contributes two X chromosomes,2,"The mother contributes an X chromosome, while the father contributes either X or Y; a Y chromosome from the father results in a genetically male child.",Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
A person who has two identical alleles for a trait is: A. heterozygous B. multifactorial C. homozygous D. canalized,heterozygous,multifactorial,homozygous,canalized,3,A person with two identical alleles for a trait is homozygous.,Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
Which pattern of inheritance best explains many normal human traits such as height and skin color- A. Simple dominant inheritance only B. Polygenic inheritance C. Sex-linked inheritance only D. Incomplete fertilization,Simple dominant inheritance only,Polygenic inheritance,Sex-linked inheritance only,Incomplete fertilization,2,"Many normal human traits such as height and skin color are influenced by multiple genes acting together, which is called polygenic inheritance.",Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
The term genotype refers to: A. the observable characteristics of a person B. the environmental experiences of a person C. the genetic makeup of a person D. the socially preferred traits of a person,the observable characteristics of a person,the environmental experiences of a person,the genetic makeup of a person,the socially preferred traits of a person,3,Genotype refers to an individual's inherited genetic constitution.,Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
The term phenotype refers to: A. unexpressed alleles only B. the observable expression of genotype C. the full chromosome count at conception D. the probability of transmitting a recessive trait,unexpressed alleles only,the observable expression of genotype,the full chromosome count at conception,the probability of transmitting a recessive trait,2,"Phenotype refers to the observable characteristics that result from the expression of genotype, often in interaction with the environment.",Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
Which statement best reflects epigenesis- A. Genes rigidly determine all traits regardless of environment. B. Environmental conditions can influence whether certain genes are turned on or off. C. Only recessive traits are affected by environmental factors. D. Epigenesis applies only after birth,Genes rigidly determine all traits regardless of environment.,Environmental conditions can influence whether certain genes are turned on or off.,Only recessive traits are affected by environmental factors.,Epigenesis applies only after birth.,2,Epigenesis emphasizes that environmental factors can affect gene expression by influencing whether genes are activated or suppressed.,Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
"When a trait appears only if a person receives the same recessive allele from both parents, the trait follows: A. dominant inheritance B. recessive inheritance C. polygenic inheritance D. mitochondrial inheritance",dominant inheritance,recessive inheritance,polygenic inheritance,mitochondrial inheritance,2,A recessive trait is expressed only when both inherited alleles are recessive.,Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
A disorder that is more likely to appear in males because it is carried on the X chromosome illustrates: A. incomplete dominance B. canalization C. sex-linked inheritance D. multifactorial transmission,incomplete dominance,canalization,sex-linked inheritance,multifactorial transmission,3,"Sex-linked inheritance commonly involves traits carried on the X chromosome, which are more likely to be expressed in males because they have only one X chromosome.",Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
Which situation best illustrates the purpose of genetic counseling- A. A counselor provides psychotherapy for infertility-related grief only. B. A professional advises prospective parents about the probability of having a child with hereditary defects. C. A physician guarantees that prenatal abnormalities can be prevented. D. A teacher explains classroom accommodations for a child with learning disability,A counselor provides psychotherapy for infertility-related grief only.,A professional advises prospective parents about the probability of having a child with hereditary defects.,A physician guarantees that prenatal abnormalities can be prevented.,A teacher explains classroom accommodations for a child with learning disability.,2,"Genetic counseling helps prospective parents understand hereditary risks, probabilities, and possible outcomes related to genetic disorders.",Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
"In behavioral genetics, heritability refers to: A. the extent to which a trait in an individual is caused solely by genes B. the statistical estimate of genetic contribution to variation in a trait within a population C. the certainty that parents and children will share the same phenotype D. the percentage of chromosomes inherited from each parent",the extent to which a trait in an individual is caused solely by genes,the statistical estimate of genetic contribution to variation in a trait within a population,the certainty that parents and children will share the same phenotype,the percentage of chromosomes inherited from each parent,2,Heritability is a population-based estimate of how much variation in a trait is associated with genetic differences.,Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
A child with a genetic potential for high intelligence reaches only average performance because of extreme deprivation. This example is most consistent with: A. reaction range B. spontaneous abortion C. sex-linked inheritance D. genomic uniformity,reaction range,spontaneous abortion,sex-linked inheritance,genomic uniformity,1,"Reaction range refers to the range of possible development set by heredity, with the actual outcome shaped by environmental conditions.",Medium,Developmental Psychology,Chapter 3: Forming a New Life,Forming a New Life
