Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
"Which assessment tool is best represented by a collection of the examinee's writings, artwork, completed projects, and work samples evaluated over time?",Portfolio,Structured interview,Behavioral checklist,Rating scale,1,A portfolio consists of collected work samples or products evaluated over time and can be useful in educational and other assessment contexts.,medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which statement best reflects the role of the interview in assessment?,It has no value unless supported by a projective test.,"It is only useful for diagnosis, not for data gathering.","It can be used to obtain relevant information, clarify referral issues, and build rapport.",It is always less useful than standardized testing.,3,"Interviews serve multiple assessment functions, including data gathering, clarification of problems, and facilitation of rapport.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which is the clearest example of ecological momentary assessment?,Administering a personality inventory once during intake,Collecting real-time mood ratings through a smartphone during daily life,Reviewing past school grades,Conducting one final exit interview,2,"Ecological momentary assessment refers to in-the-moment measurement of experiences and behavior in real-life settings, often using smartphones.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
"In assessment, a referral question is best understood as:",the examinee's raw score,the reason the assessment was requested and the question it is meant to answer,the manual used in scoring,the list of test items omitted by the examinee,2,The referral question guides the assessment by identifying its purpose and the decision the examiner must help address.,medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which of the following is the best example of a referral question?,"""What is the test publisher's address?""","""How many items does the test contain?""","""Is this child able to function adequately in a general education classroom?""","""What color is the test booklet?""",3,This is a concrete example of a referral question because it asks what the assessment is supposed to help determine.,medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which group is most accurately considered part of the assessment enterprise?,Only test developers and examinees,Only examiners and test publishers,"Test developers, test users, testtakers, and society at large",Only psychologists licensed for psychotherapy,3,"The assessment enterprise includes those who develop tests, administer and interpret them, take them, and the broader society affected by their use.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
In which setting is psychological assessment LEAST likely to be used?,School placement,Clinical diagnosis,Personnel selection,Mechanical repair of engines,4,"Psychological assessment is widely used in school, clinical, forensic, organizational, and research settings, but not as a direct method for engine repair.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
"A human resources department uses cognitive tests, structured interviews, and simulations to decide promotion potential. This primarily illustrates assessment in a:",forensic setting,business and organizational setting,neurological ward only,purely academic research setting,2,"Selection, promotion, and personnel decisions are core examples of assessment in business and organizational contexts.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which statement best reflects the proper relationship between test data and assessor competence?,Test data are self-explanatory and do not depend on examiner competence.,"The usefulness of test data is linked to the knowledge, skill, and experience of the assessor.","Competence matters only in therapy, not in assessment.",Competence is irrelevant if the test is standardized.,2,Assessment quality depends not only on tools but also on examiner competence and sound professional judgment.,medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which statement is most consistent with sound assessment practice?,Use as many tests as possible regardless of referral purpose.,Select tools that are relevant to the referral question and the characteristics of the examinee.,Use only one test to avoid conflicting results.,Avoid collateral information because it may complicate interpretation.,2,"Appropriate tool selection is guided by referral purpose and client characteristics, not by quantity alone.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
"A psychometrician administers an assessment tool in a language the client barely understands, despite the availability of a more appropriate version. Which principle is most clearly violated?",Utility,Standard error,Appropriateness of assessment tools to the client,Alternate-form reliability,3,"Philippine ethical standards require use of tools appropriate to the client's language, competence, and relevant characteristics.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which statement best explains why multiple methods are often used in assessment?,Because one method alone may not adequately answer the referral question,Because interviews are invalid,Because test manuals prohibit single-method assessment,Because all assessments require at least five tests,1,Assessment often uses multiple methods because complex referral questions require integrated evidence from more than one source.,medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
"Which source would be most authoritative for learning about the proper administration, scoring, and interpretation of a specific test?",An anonymous social media post,A test manual,A casual opinion from a classmate,A general encyclopedia entry,2,"The test manual is a primary authoritative source for administration, scoring, interpretation, and psychometric information.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which statement about remote assessment is most accurate?,It is never part of contemporary assessment practice.,It refers to assessment conducted when evaluator and examinee are not in physical proximity.,It is identical to informal observation.,It can be used only for intelligence testing.,2,Remote assessment involves use of tools of evaluation when evaluator and subject are not physically together.,medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which statement best reflects a core ethical expectation in assessment under Philippine standards?,Confidentiality may be ignored if results are interesting.,"Informed consent is generally required before conducting assessment, unless otherwise allowed or mandated by law.",Raw scores should routinely be posted for teachers and classmates.,Test materials may be freely photocopied for convenience.,2,"Philippine ethical standards emphasize informed consent, including for assessment, subject to lawful exceptions.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
"A psychometrician explains to a client the purpose of the assessment, probable uses of the results, and limits of confidentiality before proceeding. This primarily demonstrates:",informed consent,criterion validity,norm development,test bias,1,"Explaining purpose, uses, and confidentiality limits before assessment is a core component of informed consent.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
"Under Philippine ethical standards, which is most appropriate regarding release of assessment results?",Results may be released to anyone who verbally requests them.,"Results should be released only to agreed-upon authorized parties, with proper permission when required.",Raw data should always be posted in the institution's bulletin board.,Test interpretations should never be explained to the client.,2,Philippine ethical standards require that assessment data and results be released only to authorized recipients and under proper conditions.,medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
A practitioner bases conclusions on obsolete tests and outdated results despite major changes in the client's condition. This practice is:,acceptable if the report is brief,acceptable if requested by a relative,unethical because conclusions should not rely on obsolete tools or outdated results,required to preserve consistency,3,Ethical practice prohibits basing conclusions on obsolete tests or outdated results that no longer support sound interpretation.,medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which statement is most consistent with the boundary of competence principle?,A practitioner may assess any condition if willing to guess carefully.,"A practitioner should work only within areas supported by education, training, supervised experience, or proper consultation.",Competence is determined solely by years of service.,Registration alone automatically qualifies a person for all specialties.,2,"Boundaries of competence are defined by appropriate education, training, supervised experience, consultation, and related professional preparation.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
A psychometrician is asked to perform a highly specialized forensic assessment outside their training. The most appropriate initial response is to:,proceed independently to gain experience,refuse all future assessment work,"seek referral, supervision, consultation, or additional competence before accepting the task",copy a prior report and adjust the name,3,"When asked to work beyond competence, the ethical response is referral, consultation, supervision, or training before proceeding.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which statement best reflects professional responsibility under RA 10029 as referenced in Philippine ethical standards?,Anyone may practice psychometrics if supervised informally by a teacher.,Only licensed and registered psychologists and psychometricians are legally allowed to practice their profession.,Psychological testing is outside the scope of psychometricians.,"Licensure is needed only for therapy, not for assessment.",2,Philippine ethical standards explicitly reference RA 10029 in stating that only licensed and registered psychologists and psychometricians may legally practice their profession.,medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which action is most appropriate when delegated assessment-related work is assigned to another person?,Delegate tasks regardless of competence to save time,"Delegate only responsibilities the person can perform competently, with proper supervision as needed",Delegate interpretation to any available clerk,Avoid informing the client that delegation occurred,2,"Delegation must be limited to tasks others can perform competently, independently or under appropriate supervision.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
"A client was referred by a school administrator. Before beginning the assessment, the examiner clarifies who the client is, what the assessment is for, who will receive the report, and the limits of confidentiality. This is best viewed as:",test coaching,clarification of third-party service arrangements,item analysis,malingering detection,2,"When services are requested by a third party, the examiner must clarify roles, client identity, probable uses of information, and confidentiality limits at the outset.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which of the following best reflects proper protection of confidentiality?,Discussing a client's results casually with friends after work,Sharing identifying details in a public lecture without consent,Limiting disclosure to relevant information and appropriate persons only,Releasing raw scores to all staff members for transparency,3,Confidentiality requires restricting disclosure to relevant information and only to persons properly concerned or authorized.,medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
A psychometrician uses only original test materials and avoids photocopied forms. This primarily protects:,test security and proper professional practice,examiner comfort,predictive validity,social desirability,1,Using original test materials rather than photocopies helps preserve test security and supports ethical assessment practice.,medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which statement best reflects fair interpretation of assessment results?,"Interpret scores without regard to validity, reliability, or client characteristics.","Consider the purpose of assessment, psychometric quality of the tool, and relevant personal and cultural factors.",Treat all low scores as evidence of disorder.,Use a single score as the sole basis for all conclusions.,2,"Ethical interpretation requires attention to validity, reliability, appropriateness, purpose, and relevant client factors such as culture and test-taking abilities.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which is the best example of an application-based use of assessment in an educational setting?,Determining placement and support needs of a student with academic difficulty,Computing national tax obligations,Repairing laboratory equipment,Designing a building foundation,1,"Educational assessment is commonly used to guide placement, support planning, and decisions about student needs.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which statement about assessment reports is most appropriate?,Reports should merely list scores without interpretation.,Reports should answer the referral question using integrated data from relevant sources.,Reports should avoid mentioning limitations.,Reports should always include raw item responses for all readers.,2,"A sound assessment report integrates relevant findings to address the referral question, rather than merely listing scores.",medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
A psychometrician becomes aware that personal stress is impairing concentration during evaluations. The most ethical course is to:,continue working without adjustment,fabricate consistency in reports,"obtain assistance and consider limiting, suspending, or modifying duties as needed",shift responsibility secretly to the client,3,Ethical standards require practitioners to take appropriate action when personal problems interfere with competent professional functioning.,medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which statement best captures the broad social significance of psychological assessment?,It is used only for diagnosing mental illness.,"It has applications in schools, clinics, courts, business, research, and other settings that affect important decisions about people.",It is primarily a historical practice with little modern use.,It is useful only when computer-based.,2,Psychological assessment has broad modern relevance across multiple applied settings and informs important human decisions.,medium,Psychological Assessment,Chapter 1,Psychological Testing and Assessment
Which statement best describes the earliest large-scale use of testing in recorded history?,It was developed primarily for psychotherapy outcome evaluation,It was used in ancient China to select individuals for government service,It began as a method for diagnosing neurological disease,It originated as a procedure for measuring personality traits,2,"One of the earliest known large-scale testing systems was the Chinese civil service examination system, used to select individuals for government positions.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
A major historical significance of the Chinese civil service examinations was that they:,eliminated all social inequality in access to positions,introduced the idea that official roles could be allocated partly through merit-based testing,focused mainly on motor and sensory reaction time,were designed chiefly for military intelligence screening,2,The Chinese examination system was historically important because it represented movement toward selection by demonstrated performance rather than by birth alone.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which figure is most closely associated with the first practical intelligence test for school placement?,Francis Galton,Alfred Binet,Charles Spearman,Henry Goddard,2,Alfred Binet is closely identified with the first practical intelligence test designed to help place schoolchildren appropriately.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Francis Galton's contribution to psychological testing is most accurately described as an emphasis on:,unconscious motives and projective techniques,sensory acuity and individual differences,criterion-referenced classroom evaluation,multicultural counseling competencies,2,Galton emphasized individual differences and attempted to measure them through sensory and psychophysical methods.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
The psychophysical work of early experimental psychologists contributed to psychological assessment chiefly by:,rejecting measurement in psychology,showing that psychological phenomena could be studied systematically and quantified,proving that intelligence is fixed and hereditary,replacing all interviews with instruments,2,"Psychophysics supported the idea that psychological events could be measured systematically, helping establish the scientific basis for assessment.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
"During World War I, a major reason psychological testing expanded rapidly was the need to:",evaluate marital compatibility,screen large numbers of military recruits efficiently,diagnose all psychiatric disorders precisely,replace educational records in schools,2,"War created practical pressure for rapid mass screening, which accelerated psychological testing.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which historical trend best characterized the twentieth century development of psychological testing?,Fewer tests were developed as interest declined,Testing became restricted only to educational settings,"Tests expanded to cover intelligence, personality, and many applied purposes",Testing was replaced entirely by qualitative assessment,3,"Twentieth-century testing broadened into many domains and settings, including education, military, clinical, and occupational use.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which statement best captures a major controversy in the history of assessment involving immigrants?,All immigrant testing results were found valid across language groups,"Early testing sometimes ignored language and cultural differences, leading to distorted conclusions",Immigrant assessment relied exclusively on nonverbal methods,Early psychologists agreed that culture never affects test scores,2,"A major historical problem was using tests with immigrants in ways insufficiently sensitive to language and culture, producing misleading inferences.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Henry Goddard's work with immigrants is historically controversial mainly because it illustrates:,the superiority of projective methods,the risks of drawing sweeping conclusions from culturally inappropriate testing,the elimination of bias through translation alone,the success of universal norms for all populations,2,Goddard's immigrant studies became controversial because they illustrated how flawed methods and cultural-linguistic mismatch can produce unjust conclusions.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Culture is best defined as:,inherited biological traits shared by a race,"socially transmitted behavior patterns, beliefs, and products of work of a group",a person's level of formal schooling only,an individual's intelligence classification,2,This is the most accurate definition of culture in assessment contexts.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
A culturally sensitive assessor is most likely to recognize that culture can influence:,only the examinee's language,only the test administrator's scoring speed,"the development, administration, interpretation, and use of test results","only projective tests, not objective tests",3,"Culture can affect every stage of assessment, not merely language or item comprehension.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which pair best contrasts individualist and collectivist cultural orientations?,Individualist: role obligation; Collectivist: autonomy,Individualist: self defined in relation to group; Collectivist: self as stable independent traits,Individualist: independence and personal goals; Collectivist: interdependence and group goals,Individualist: obedience to authority; Collectivist: rejection of social bonds,3,This best reflects the contrast between individualist and collectivist orientations commonly discussed in cultural assessment.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
"In assessment, ""acculturation"" is most relevant because it helps explain:",whether a test has face validity,the extent to which a person has adapted to the culture from which test norms and expectations are drawn,whether a test is speeded or power-based,whether a score should be converted to percentiles,2,"Acculturation matters because it may affect how meaningfully a test's language, norms, and assumptions apply to an assessee.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
A clinician evaluates a person from a collectivist background using a measure of assertiveness developed in an individualist culture. The most appropriate concern is that:,the test is automatically useless,culturally shaped behavior may be misread as deficit or pathology,assertiveness can never be assessed cross-culturally,only projective methods are ethical in this case,2,Behavior that is normative in one cultural framework may be wrongly interpreted as weakness or dysfunction if assessed through another framework.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which practice is most consistent with culturally informed assessment?,Applying norms without questioning their relevance,Ignoring case history to avoid bias,"Examining whether the norms, language, and assumptions of a test fit the assessee",Interpreting all deviations from dominant-culture behavior as maladjustment,3,"Culturally informed assessment requires active evaluation of test fit, including norms, language, and construct meaning.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
"Before evaluating a client whose culture may affect the validity of assessment, the assessor should LEAST likely:",review case history data,consider consultation with informed cultural sources,gather relevant background information with proper authorization,assume that one standardized test score is sufficient,4,"When culture may affect validity, relying on a single score is least appropriate; broader contextual and collateral information is needed.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which statement best describes a culture-fair test?,A test entirely free from any cultural influence,"A test designed to minimize the influence of culture on administration, content, and interpretation",A test developed only for one cultural group,A test that does not require norms,2,"A culture-fair test aims to reduce, not eliminate absolutely, cultural influence.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
"The concept of a truly ""culture-free"" test is best viewed as:",a realistic standard already achieved by most intelligence tests,an ideal rather than a fully attained reality,unnecessary because culture never affects testing,relevant only to personality assessment,2,"A truly culture-free test is generally regarded as an ideal, since culture permeates language, norms, meanings, and responses.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which situation best illustrates possible overpathologizing due to cultural misunderstanding?,A test administrator checks scoring rules twice,A collectivist client is described as maladjusted solely because of deference and dependence in relationships,An examinee asks for item clarification,A school uses multiple data sources before placement,2,This shows how culturally normative relational patterns may be misclassified as pathology.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which question is most appropriate for a culturally sensitive assessor to ask when interpreting scores?,Was the test easy to administer?,How much does the test manual cost?,To what extent are the norms and interpretive assumptions appropriate for this person?,Is the score numerically high enough to impress the referral source?,3,A central question in cultural assessment is whether the norms and assumptions of the test meaningfully apply to the individual being assessed.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which statement best distinguishes laws from ethics in assessment?,Laws and ethics are identical in source and enforcement,"Laws are optional ideals, whereas ethics are mandatory state rules","Laws are rules backed by governing authority, whereas ethics are principles of proper conduct","Ethics apply only to researchers, not practitioners",3,Law and ethics overlap but are not identical. Laws are enforceable rules; ethics guide right conduct.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
"In professional practice, a code of ethics primarily helps define the:",test-retest coefficient,standard of care expected of practitioners,minimum IQ for independent functioning,exact legal penalties for all errors,2,"A code of ethics helps define what competent, prudent professional conduct should look like.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Public concern about testing most often intensifies when:,tests are used in low-stakes classroom exercises only,"test outcomes affect access to valued opportunities such as employment, education, or liberty",assessors consult multiple data sources,norms are updated regularly,2,Public concern intensifies when testing has high-stakes consequences.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which is the best example of a legal issue in psychological assessment?,Choosing the most elegant theoretical model,Determining whether a testing practice unlawfully discriminates against a protected group,Preferring one interview style over another,Debating whether a trait exists conceptually,2,"This is a classic legal issue because it concerns rights, discrimination, and compliance with governing law.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which statement best reflects the profession's concern about test-user qualifications?,Anyone may use psychological tests as long as they are confident,Access to tests should be unrestricted because interpretation is obvious,"Test use should be linked to training, competence, and professional standards",Only researchers may administer all tests,3,The profession emphasizes that test access and use should be governed by competence and qualifications.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which of the following is most consistent with the rights of testtakers?,The right to alter scores after release,"The right to be informed about the nature of testing and, when appropriate, results and their meaning",The right to see secure test items regardless of purpose,The right to demand any desired interpretation,2,"Testtakers have rights that include being informed, treated fairly, and having relevant information explained appropriately.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
A testtaker's right to privacy is most directly implicated when:,raw scores are converted to scaled scores,personal test information is disclosed to unauthorized persons,an examiner follows standard instructions,norms are stratified by age,2,Privacy is threatened when personally sensitive assessment data are disclosed without proper authorization.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which action best protects confidentiality in assessment practice?,Discussing interesting cases in public without identifiers removed,Releasing full reports to any requesting colleague,Limiting disclosure of assessment information to authorized and relevant recipients,Storing records where any staff member may freely inspect them,3,"Confidentiality requires need-to-know, authorized, and relevant disclosure only.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
"In the Philippine setting, Republic Act No. 10029 is especially relevant to assessment because it:",abolishes licensure requirements in psychology,"regulates the professional practice of psychology and psychometrics, including lawful performance of assessment-related functions",requires that all tests be projective,authorizes untrained personnel to interpret psychological reports independently,2,"RA 10029 is central in the Philippines because it establishes legal regulation of psychology and psychometrics practice, including assessment-related professional functions.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
"Under RA 10029, which activity is most clearly within the lawful function of a registered psychometrician when properly supervised or authorized by law and regulation?",Independently formulating complex psychological diagnoses beyond scope,Administering and scoring standardized psychological tests within allowed professional limits,Conducting psychotherapy without required qualifications,Issuing any medico-legal opinion without proper competence,2,A psychometrician's lawful role includes test administration and scoring within statutory and professional limits; complex interpretation and diagnosis may require psychologist-level authority and competence.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
A registered psychometrician is asked to interpret complex forensic data and provide an independent expert opinion in court without supervision. The best response is to:,accept because experience alone overrides legal scope,refuse or refer because the request may exceed lawful and competence boundaries,comply if the client insists,proceed only if the fee is high,2,"Ethical and legal practice requires recognizing boundaries of competence and lawful scope. When a task exceeds one's role, refusal, referral, or proper supervision is appropriate.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which practice is most consistent with ethical and legal responsibility in test administration?,Delegating administration to an untrained person for convenience,Using secure test materials in a manner that preserves standardization and protects test integrity,Coaching examinees during standardized administration,Posting answer keys online for transparency,2,Responsible assessment requires protecting standardized procedures and securing materials so results remain valid and test content is not compromised.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
A school asks a psychometrician to release a student's full test data to unrelated faculty members out of curiosity. The most ethical response is to:,release everything because the school requested it,share only information relevant to legitimate educational interest and authorized access,refuse all communication with the school,post a summary on the faculty group chat,2,"Confidentiality does not permit broad release based on curiosity. Disclosure should be limited, relevant, and authorized.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which of the following best illustrates informed consent in assessment?,"Testing first, then explaining the purpose afterward only if asked","Providing understandable information about the nature, purpose, and limits of testing before proceeding",Requiring consent only for adults in therapy,Omitting discussion of confidentiality to reduce anxiety,2,"Informed consent requires that the person understand what the assessment is for, how information will be used, and any limits of confidentiality.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
"When a client is legally incapable of giving full consent, the ethically sound approach is to:",ignore the client's preferences entirely,"seek assent when possible, explain appropriately, and obtain permission from a legally authorized person when required",proceed without any explanation,rely solely on institutional convenience,2,"Ethically, vulnerable or legally incapable persons should still be respected through explanation and assent, while substitute consent is obtained as required.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
A psychologist discovers that a translated test version is producing questionable interpretations with a linguistic minority. The most responsible action is to:,continue using it because standardization is already established somewhere,"question validity, interpret cautiously, and consider alternative procedures or referral",average the scores with a different test automatically,assume low scores reflect low ability,2,"When validity is doubtful in a linguistic minority, the responsible response is caution, validity questioning, and use of alternatives or referral when needed.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which situation best reflects an ethical conflict between organizational demand and professional ethics?,A clinician is asked to shorten a report,An employer demands release of confidential test data beyond agreed limits,A student arrives late for testing,A manual recommends two subtests instead of one,2,This creates a direct conflict between organizational demand and ethical duties regarding confidentiality and proper use of assessment information.,medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
"If ethical obligations and a governing law conflict, the most appropriate general response is first to:",ignore the law and follow personal preference,"try to resolve the conflict responsibly while remaining committed to ethical standards, then comply with governing law if unresolved",destroy all records,let the client decide which rule applies,2,"The proper general approach is first to attempt ethical resolution; if the conflict cannot be resolved, governing law must be followed.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
A practitioner becomes aware that another assessment professional committed a serious ethical violation likely to cause substantial harm. The most appropriate response is to:,stay silent in all cases,"report the matter through appropriate channels, subject to confidentiality and procedural limits",post the accusation on social media,confront the person publicly in front of clients,2,"When a serious ethical violation is likely to cause substantial harm, appropriate reporting is warranted, provided confidentiality and due process limits are respected.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which principle best underlies both culturally sensitive assessment and Philippine ethical practice?,Efficiency is always more important than dignity,Standardization eliminates the need for judgment,"Respect for persons, fairness, competence, and protection from harm",High scores are the primary indicator of ethical testing,3,"These values integrate cultural sensitivity, ethical assessment, and Philippine professional responsibility.",medium,Psychological Assessment,Chapter 2,"Historical, Cultural, and Legal/Ethical Considerations"
Which level of measurement is represented when examinees are classified as passed or failed?,Ratio,Interval,Ordinal,Nominal,4,Passed and failed are categories only. They classify examinees into groups without indicating rank intervals or equal distances.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
